SAP Linkage No,YHQ Sales Order No,YHQ Sales Order Item No,Item Entry Date,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","YHQ
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1008437190000100,2009347506,000100,2023/10/18,Y101,F9920BN,180,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/12/05,,,1022,F9920BN,YMG,5826,2009347561,000020,2023/10/30,2023/11/27,2023/11/29,2023/11/30,Ship Out
1008437190000110,2009347506,000110,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/12/05,2023/12/04,,1022,F9920BQ,YMG,5826,2009347561,000030,2023/10/24,2023/11/27,2023/11/22,2023/11/22,Ship Out
1008437190000120,2009347506,000120,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/15,,1022,F9920LV,YMG,5826,2009347561,000040,2023/10/25,2023/11/20,2023/11/07,2023/11/08,Ship Out
1008437190000130,2009347506,000130,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430040,4511430040,C2Q00004,IN,2023/11/29,2023/11/22,,1022,F9920TP,YMG,5826,2009347561,000050,2023/10/30,2023/11/20,2023/11/15,2023/11/15,Ship Out
1008437240000010,2009347505,000010,2023/10/18,Y101,F9273CZ,1000,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/15,,1022,F9273CZ,YMG,5826,2009347576,000010,2023/10/18,2023/11/28,2023/11/08,2023/11/09,Ship Out
1008437240000020,2009347505,000020,2023/10/18,Y101,F9300TE,400,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/13,,1022,F9300TE,YMG,5826,2009347583,000010,2023/10/18,2023/11/28,2023/11/02,2023/11/06,Ship Out
1008437240000030,2009347505,000030,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/22,,1022,F9900AC,YMG,5826,2009347565,000010,2023/10/30,2023/11/28,2023/11/15,2023/11/15,Ship Out
1008437240000040,2009347505,000040,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/15,,1022,F9900GC,YMG,5826,2009347576,000020,2023/10/19,2023/11/28,2023/11/08,2023/11/09,Ship Out
1008437240000050,2009347505,000050,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/15,,1022,F9900SF,YMG,5826,2009347583,000020,2023/10/19,2023/11/28,2023/11/09,2023/11/09,Ship Out
1008437240000060,2009347505,000060,2023/10/18,Y101,F9920BN,180,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,,,1022,F9920BN,YMG,5826,2009347565,000020,2023/10/30,2023/11/28,2023/12/01,2023/12/01,Ship Out
1008437240000070,2009347505,000070,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,,,1022,F9920BQ,YMG,5826,2009347565,000030,2023/10/30,2023/11/28,2023/11/29,2023/11/29,Ship Out
1008437240000080,2009347505,000080,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/17,,1022,F9920LV,YMG,5826,2009347565,000040,2023/10/30,2023/11/28,2023/11/13,2023/11/14,Ship Out
1008437240000090,2009347505,000090,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430041,4511430041,C2Q00004,IN,2023/12/06,2023/11/22,,1022,F9920TP,YMG,5826,2009347565,000050,2023/10/30,2023/11/28,2023/11/16,2023/11/17,Ship Out
1008437303000010,2009347507,000010,2023/10/18,Y101,F9273CZ,1000,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,2023/11/22,,1022,F9273CZ,YMG,5826,2009347578,000010,2023/10/18,2023/12/05,2023/11/15,2023/11/16,Ship Out
1008437303000020,2009347507,000020,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,2023/12/04,,1022,F9900AC,YMG,5826,2009347564,000010,2023/11/01,2023/12/05,2023/11/22,2023/11/27,Ship Out
1008437303000030,2009347507,000030,2023/10/18,Y101,F9900GC,1000,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,2023/11/22,,1022,F9900GC,YMG,5826,2009347578,000020,2023/10/19,2023/12/05,2023/11/15,2023/11/16,Ship Out
1008437303000040,2009347507,000040,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,2023/11/22,,1022,F9900SF,YMG,5826,2009347582,000010,2023/10/19,2023/12/05,2023/11/15,2023/11/16,Ship Out
1008437303000050,2009347507,000050,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,,,1022,F9920BQ,YMG,5826,2009347564,000020,2023/11/06,2023/12/05,,,
1008437303000060,2009347507,000060,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,2023/11/17,,1022,F9920LV,YMG,5826,2009347564,000030,2023/11/07,2023/11/14,2023/11/13,2023/11/13,Ship Out
1008437303000070,2009347507,000070,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430042,4511430042,C2Q00004,IN,2023/12/13,,,1022,F9920TP,YMG,5826,2009347564,000040,2023/11/08,2023/12/05,2023/11/27,2023/11/28,Ship Out
1008437306000010,2009347504,000010,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430043,4511430043,C2Q00004,IN,2023/12/20,,,1022,F9900AC,YMG,5826,2009347566,000010,2023/11/08,2023/12/12,2023/11/29,2023/11/29,Ship Out
1008437306000020,2009347504,000020,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430043,4511430043,C2Q00004,IN,2023/12/20,,,1022,F9900SF,YMG,5826,2009347579,000010,2023/10/19,2023/12/12,2023/11/28,2023/11/29,Ship Out
1008437306000030,2009347504,000030,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430043,4511430043,C2Q00004,IN,2023/12/20,,,1022,F9920BQ,YMG,5826,2009347566,000020,2023/11/08,2023/12/12,,,
1008437306000040,2009347504,000040,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430043,4511430043,C2Q00004,IN,2023/12/20,,,1022,F9920LV,YMG,5826,2009347566,000030,2023/11/08,2023/12/12,,,
1008437306000050,2009347504,000050,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430043,4511430043,C2Q00004,IN,2023/12/20,,,1022,F9920TP,YMG,5826,2009347566,000040,2023/11/08,2023/12/12,,,
1008437388000010,2009347542,000010,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430044,4511430044,C2Q00004,IN,2023/12/27,,,1022,F9900AC,YMG,5826,2009347568,000010,2023/11/08,2023/12/19,,,
1008437388000020,2009347542,000020,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430044,4511430044,C2Q00004,IN,2023/12/27,,,1022,F9900SF,YMG,5826,2009347585,000010,2023/10/19,2023/12/19,2023/12/04,,Available
1008437388000030,2009347542,000030,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430044,4511430044,C2Q00004,IN,2023/12/27,,,1022,F9920BQ,YMG,5826,2009347568,000020,2023/11/08,2023/12/19,,,
1008437388000040,2009347542,000040,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430044,4511430044,C2Q00004,IN,2023/12/27,,,1022,F9920LV,YMG,5826,2009347568,000030,2023/11/08,2023/12/19,2023/12/04,,Available
1008437388000050,2009347542,000050,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430044,4511430044,C2Q00004,IN,2023/12/27,,,1022,F9920TP,YMG,5826,2009347568,000040,2023/11/08,2023/12/19,,,
1008437391000010,2009347509,000010,2023/10/18,Y101,F9900AC,200,,L2Q00,4511430045,4511430045,C2Q00004,IN,2023/12/29,,,1022,F9900AC,YMG,5826,2009347562,000010,2023/11/08,2023/12/21,,,
1008437391000020,2009347509,000020,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430045,4511430045,C2Q00004,IN,2023/12/29,,,1022,F9900SF,YMG,5826,2009347584,000010,2023/10/19,2023/12/21,,,
1008437391000030,2009347509,000030,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430045,4511430045,C2Q00004,IN,2023/12/29,,,1022,F9920BQ,YMG,5826,2009347562,000020,2023/11/08,2023/12/21,,,
1008437391000040,2009347509,000040,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430045,4511430045,C2Q00004,IN,2023/12/29,,,1022,F9920LV,YMG,5826,2009347562,000030,2023/11/08,2023/12/21,,,
1008437391000050,2009347509,000050,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430045,4511430045,C2Q00004,IN,2023/12/29,,,1022,F9920TP,YMG,5826,2009347562,000040,2023/11/08,2023/12/21,,,
1008437393000010,2009347541,000010,2023/10/18,Y101,F9900SF,210,,L2Q00,4511430046,4511430046,C2Q00004,IN,2024/01/10,,,1022,F9900SF,YMG,5826,2009347586,000010,2023/10/19,2023/12/26,,,
1008437393000020,2009347541,000020,2023/10/18,Y101,F9920BQ,180,,L2Q00,4511430046,4511430046,C2Q00004,IN,2024/01/10,,,1022,F9920BQ,YMG,5826,2009347560,000010,2023/11/08,2023/12/26,,,
1008437393000030,2009347541,000030,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430046,4511430046,C2Q00004,IN,2024/01/10,,,1022,F9920LV,YMG,5826,2009347560,000020,2023/11/08,2023/12/26,,,
1008437393000040,2009347541,000040,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430046,4511430046,C2Q00004,IN,2024/01/10,,,1022,F9920TP,YMG,5826,2009347560,000030,2023/11/08,2023/12/26,,,
1008437513000010,2009347540,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430047,4511430047,C2Q00004,IN,2024/01/19,,,1022,F9920LV,YMG,5826,2009347459,000010,2023/12/04,2024/01/11,,,
1008437513000020,2009347540,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430047,4511430047,C2Q00004,IN,2024/01/19,,,1022,F9920TP,YMG,5826,2009347459,000020,2023/12/04,2024/01/11,,,
1008437515000010,2009347543,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430048,4511430048,C2Q00004,IN,2024/01/26,,,1022,F9920LV,YMG,5826,2009347567,000010,,2024/01/18,,,
1008437515000020,2009347543,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430048,4511430048,C2Q00004,IN,2024/01/26,,,1022,F9920TP,YMG,5826,2009347567,000020,,2024/01/18,,,
1008437516000010,2009347544,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430049,4511430049,C2Q00004,IN,2023/11/16,2023/11/15,,1022,F9920LV,YMG,5826,2009347569,000010,2023/10/25,2023/11/16,2023/11/07,2023/11/07,Ship Out
1008437516000020,2009347544,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430049,4511430049,C2Q00004,IN,2024/02/02,,,1022,F9920TP,YMG,5826,2009347569,000020,,2024/01/25,,,
1008437517000010,2009347546,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430050,4511430050,C2Q00004,IN,2024/02/09,,,1022,F9920LV,YMG,5826,2009347570,000010,,2024/02/01,,,
1008437517000020,2009347546,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430050,4511430050,C2Q00004,IN,2024/02/09,,,1022,F9920TP,YMG,5826,2009347570,000020,,2024/02/01,,,
1008437518000010,2009347545,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430051,4511430051,C2Q00004,IN,2024/02/16,,,1022,F9920LV,YMG,5826,2009347571,000010,,2024/02/07,,,
1008437518000020,2009347545,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430051,4511430051,C2Q00004,IN,2024/02/16,,,1022,F9920TP,YMG,5826,2009347571,000020,,2024/02/07,,,
1008437551000010,2009347551,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430052,4511430052,C2Q00004,IN,2024/02/22,,,1022,F9920LV,YMG,5826,2009347577,000010,,2024/02/14,,,
1008437551000020,2009347551,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430052,4511430052,C2Q00004,IN,2024/02/22,,,1022,F9920TP,YMG,5826,2009347577,000020,,2024/02/14,,,
1008437553000010,2009347547,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430053,4511430053,C2Q00004,IN,2024/03/01,,,1022,F9920LV,YMG,5826,2009347572,000010,,2024/02/21,,,
1008437553000020,2009347547,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430053,4511430053,C2Q00004,IN,2024/03/01,,,1022,F9920TP,YMG,5826,2009347572,000020,,2024/02/21,,,
1008437554000010,2009347548,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430054,4511430054,C2Q00004,IN,2024/03/08,,,1022,F9920LV,YMG,5826,2009347573,000010,,2024/02/29,,,
1008437554000020,2009347548,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430054,4511430054,C2Q00004,IN,2024/03/08,,,1022,F9920TP,YMG,5826,2009347573,000020,,2024/02/29,,,
1008437555000010,2009347549,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430055,4511430055,C2Q00004,IN,2024/03/15,,,1022,F9920LV,YMG,5826,2009347575,000010,,2024/03/07,,,
1008437555000020,2009347549,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430055,4511430055,C2Q00004,IN,2024/03/15,,,1022,F9920TP,YMG,5826,2009347575,000020,,2024/03/07,,,
1008437556000010,2009347550,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430056,4511430056,C2Q00004,IN,2024/03/19,,,1022,F9920LV,YMG,5826,2009347574,000010,,2024/03/11,,,
1008437556000020,2009347550,000020,2023/10/18,Y101,F9920TP,90,,L2Q00,4511430056,4511430056,C2Q00004,IN,2024/03/19,,,1022,F9920TP,YMG,5826,2009347574,000020,,2024/03/11,,,
1008437668000010,2009347552,000010,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/16,2023/11/15,,1022,F9920LV,YMG,5826,2009347590,000010,2023/10/25,2023/11/16,2023/11/07,2023/11/07,Ship Out
1008437668000020,2009347552,000020,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/16,2023/11/15,,1022,F9920LV,YMG,5826,2009347590,000020,2023/10/25,2023/11/16,2023/11/07,2023/11/07,Ship Out
1008437668000030,2009347552,000030,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/16,2023/11/15,,1022,F9920LV,YMG,5826,2009347590,000030,2023/10/25,2023/11/16,2023/11/07,2023/11/07,Ship Out
1008437668000040,2009347552,000040,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/27,2023/11/15,,1022,F9920LV,YMG,5826,2009347590,000040,2023/10/25,2023/11/16,2023/11/07,2023/11/09,Ship Out
1008437668000050,2009347552,000050,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/27,2023/11/15,,1022,F9920LV,YMG,5826,2009347590,000050,2023/10/25,2023/11/16,2023/11/07,2023/11/09,Ship Out
1008437668000060,2009347552,000060,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/11/27,2023/11/13,,1022,F9920LV,YMG,5826,2009347590,000060,2023/10/25,2023/11/16,2023/11/06,2023/11/06,Ship Out
1008437668000070,2009347552,000070,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/12/04,2023/11/13,,1022,F9920LV,YMG,5826,2009347590,000070,2023/10/25,2023/11/22,2023/11/06,2023/11/06,Ship Out
1008437668000080,2009347552,000080,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/12/11,2023/11/17,,1022,F9920LV,YMG,5826,2009347590,000080,2023/11/01,2023/12/01,2023/11/13,2023/11/13,Ship Out
1008437668000090,2009347552,000090,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/12/18,2023/11/17,,1022,F9920LV,YMG,5826,2009347590,000090,2023/11/07,2023/11/14,2023/11/13,2023/11/13,Ship Out
1008437668000100,2009347552,000100,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/12/25,,,1022,F9920LV,YMG,5826,2009347590,000100,2023/11/08,2023/12/15,2023/12/04,,Available
1008437668000110,2009347552,000110,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2023/12/29,,,1022,F9920LV,YMG,5826,2009347590,000110,2023/11/08,2023/12/21,,,
1008437668000120,2009347552,000120,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/01/05,,,1022,F9920LV,YMG,5826,2009347590,000120,2023/11/08,2023/12/22,2023/12/04,,Available
1008437668000130,2009347552,000130,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/01/15,,,1022,F9920LV,YMG,5826,2009347590,000130,2023/11/08,2023/12/29,,,
1008437668000140,2009347552,000140,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/01/22,,,1022,F9920LV,YMG,5826,2009347590,000140,2023/12/04,2024/01/12,,,
1008437668000150,2009347552,000150,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/01/29,,,1022,F9920LV,YMG,5826,2009347590,000150,,2024/01/19,,,
1008437668000160,2009347552,000160,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/02/05,,,1022,F9920LV,YMG,5826,2009347590,000160,,2024/01/26,,,
1008437668000170,2009347552,000170,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/02/09,,,1022,F9920LV,YMG,5826,2009347590,000170,,2024/02/01,,,
1008437668000180,2009347552,000180,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/02/19,,,1022,F9920LV,YMG,5826,2009347590,000180,,2024/02/08,,,
1008437668000190,2009347552,000190,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/02/26,,,1022,F9920LV,YMG,5826,2009347590,000190,,2024/02/15,,,
1008437668000200,2009347552,000200,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/03/04,,,1022,F9920LV,YMG,5826,2009347590,000200,,2024/02/22,,,
1008437668000210,2009347552,000210,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/03/11,,,1022,F9920LV,YMG,5826,2009347590,000210,,2024/03/01,,,
1008437668000220,2009347552,000220,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/03/18,,,1022,F9920LV,YMG,5826,2009347590,000220,,2024/03/08,,,
1008437668000230,2009347552,000230,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/03/25,,,1022,F9920LV,YMG,5826,2009347590,000230,,2024/03/14,,,
1008437668000240,2009347552,000240,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/04/01,,,1022,F9920LV,YMG,5826,2009347590,000240,,2024/03/22,,,
1008437668000250,2009347552,000250,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/04/08,,,1022,F9920LV,YMG,5826,2009347590,000250,,2024/03/27,,,
1008437668000260,2009347552,000260,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/04/15,,,1022,F9920LV,YMG,5826,2009347590,000260,,2024/04/05,,,
1008437668000270,2009347552,000270,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/04/22,,,1022,F9920LV,YMG,5826,2009347590,000270,,2024/04/12,,,
1008437668000280,2009347552,000280,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/04/26,,,1022,F9920LV,YMG,5826,2009347590,000280,,2024/04/18,,,
1008437668000290,2009347552,000290,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/05/02,,,1022,F9920LV,YMG,5826,2009347590,000290,,2024/04/22,,,
1008437668000300,2009347552,000300,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/05/13,,,1022,F9920LV,YMG,5826,2009347590,000300,,2024/04/30,,,
1008437668000310,2009347552,000310,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/05/20,,,1022,F9920LV,YMG,5826,2009347590,000310,,2024/05/10,,,
1008437668000320,2009347552,000320,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/05/27,,,1022,F9920LV,YMG,5826,2009347590,000320,,2024/05/17,,,
1008437668000330,2009347552,000330,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/06/03,,,1022,F9920LV,YMG,5826,2009347590,000330,,2024/05/24,,,
1008437668000340,2009347552,000340,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/06/10,,,1022,F9920LV,YMG,5826,2009347590,000340,,2024/05/31,,,
1008437668000350,2009347552,000350,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/06/17,,,1022,F9920LV,YMG,5826,2009347590,000350,,2024/06/07,,,
1008437668000360,2009347552,000360,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/06/24,,,1022,F9920LV,YMG,5826,2009347590,000360,,2024/06/14,,,
1008437668000370,2009347552,000370,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/07/01,,,1022,F9920LV,YMG,5826,2009347590,000370,,2024/06/21,,,
1008437668000380,2009347552,000380,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/07/08,,,1022,F9920LV,YMG,5826,2009347590,000380,,2024/06/28,,,
1008437668000390,2009347552,000390,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/07/12,,,1022,F9920LV,YMG,5826,2009347590,000390,,2024/07/04,,,
1008437668000400,2009347552,000400,2023/10/18,Y101,F9920LV,60,,L2Q00,4511430057,4511430057,C2Q00004,IN,2024/07/22,,,1022,F9920LV,YMG,5826,2009347590,000400,,2024/07/11,,,
1008454543000030,2009365219,000030,2023/10/26,Y101,F9341JZ,1000,,L2Q00,4511449638,KD-62,C2Q00004,IN,2024/01/31,,,1022,F9341JZ,YMG,5826,2009365307,000030,2023/10/26,2024/01/23,,,
1008454543000040,2009365219,000040,2023/10/26,Y101,F9913WJ,16,,L2Q00,4511449638,KD-62,C2Q00004,IN,2023/11/20,2023/11/15,,1022,F9913WJ,YMG,5826,2009365301,000010,2023/10/30,2023/11/28,2023/11/08,2023/11/09,Ship Out
1008454543000060,2009365219,000060,2023/10/26,Y101,G9303NC,1000,,L2Q00,4511449638,KD-62,C2Q00004,IN,2024/07/31,,,1022,G9303NC,YMG,5826,2009365307,000050,2023/10/26,2024/07/23,,,
1008454543000070,2009365219,000070,2023/10/26,Y101,G9303NC,1000,,L2Q00,4511449638,KD-62,C2Q00004,IN,2024/07/31,,,1022,G9303NC,YMG,5826,2009365307,000060,2023/10/26,2024/07/23,,,
1008454543000080,2009365219,000080,2023/10/26,Y101,F9913SA,24,,L2Q00,4511449638,KD-62,C2Q00004,IN,2023/11/20,2023/11/13,,1022,F9913SA,YMG,5826,2009365301,000020,2023/10/26,2023/11/10,2023/11/02,2023/11/06,Ship Out
1008454543000090,2009365219,000090,2023/10/26,Y101,F9913WJ,16,,L2Q00,4511449638,KD-62,C2Q00004,IN,2023/11/20,2023/11/15,,1022,F9913WJ,YMG,5826,2009365301,000030,2023/10/30,2023/11/28,2023/11/09,2023/11/09,Ship Out
1008458914000010,2009370006,000010,2023/10/28,Y101,F9340EM,16,,L2Q00,4511455268,KD-63,C2Q00004,IN,2023/11/15,2023/11/13,,1022,F9340EM,YMG,5826,2009369954,000010,2023/10/30,2023/11/21,2023/11/02,2023/11/06,Ship Out
1008458914000020,2009370006,000020,2023/10/28,Y101,F9340EM,16,,L2Q00,4511455268,KD-63,C2Q00004,IN,2023/11/20,2023/11/13,,1022,F9340EM,YMG,5826,2009369954,000020,2023/10/30,2023/11/21,2023/11/02,2023/11/06,Ship Out
1008472615000020,2009383222,000020,2023/11/03,Y101,F9920VT,90,,L2Q00,4511469775,4511469775,C2Q00004,IN,2023/12/14,,,1022,F9920VT,YMG,5826,2009383218,000010,2023/11/07,2023/12/06,,,
1008473236000010,2009384592,000010,2023/11/04,Y101,F9913RU,16,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/11/30,2023/11/29,,1022,F9913RU,YMG,5826,2009384610,000010,2023/11/07,2023/12/06,2023/11/20,2023/11/20,Ship Out
1008473236000020,2009384592,000020,2023/11/04,Y101,F9913VS,60,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/11/28,2023/11/22,,1022,F9913VS,YMG,5826,2009384610,000020,2023/11/07,2023/12/06,2023/11/17,2023/11/17,Ship Out
1008473236000030,2009384592,000030,2023/11/04,Y101,F9913JX,120,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/11/22,2023/11/17,,1022,F9913JX,YMG,5826,2009384629,000010,2023/11/06,2023/11/14,2023/11/13,2023/11/13,Ship Out
1008473236000040,2009384592,000040,2023/11/04,Y101,F9913VA,60,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/11/27,2023/11/22,,1022,F9913VA,YMG,5826,2009384426,000010,2023/11/06,2023/12/06,2023/11/16,2023/11/16,Ship Out
1008473236000050,2009384592,000050,2023/11/04,Y101,F9913VF,120,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/11/28,2023/11/22,,1022,F9913VF,YMG,5826,2009384611,000010,2023/11/06,2023/12/06,2023/11/17,2023/11/17,Ship Out
1008473236000060,2009384592,000060,2023/11/04,Y101,F9920BQ,180,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/12/21,,,1022,F9920BQ,YMG,5826,2009384610,000030,2023/11/08,2023/12/13,,,
1008473236000070,2009384592,000070,2023/11/04,Y101,F9921AH,36,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/12/21,,,1022,F9921AH,YMG,5826,2009384610,000040,2023/11/08,2023/12/13,,,
1008473236000080,2009384592,000080,2023/11/04,Y101,F9920TP,90,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/12/07,2023/12/04,,1022,F9920TP,YMG,5826,2009384610,000050,2023/11/06,2023/11/29,2023/11/22,2023/11/22,Ship Out
1008473236000090,2009384592,000090,2023/11/04,Y101,F9921TF,90,,L2Q00,4511471268,KD-65,C2Q00004,IN,2023/12/14,,,1022,F9921TF,YMG,5826,2009384610,000060,2023/11/07,2023/12/06,,,
